workerid,proliferate.condition,internal_node_id,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,vignette,error
320,Jordan,0.0-7.0-0.0,honest,66,4451,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,588830,15,html-slider-response,jury,
320,Jordan,0.0-7.0-0.1,trustworthy,58,2784,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,591615,16,html-slider-response,jury,
320,Jordan,0.0-7.0-0.2,hypocritical,36,2113,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,593729,17,html-slider-response,jury,
320,Jordan,0.0-7.0-0.3,like,55,3133,50,<p>How much do you <b>like</b> Jennifer?</p><br>,596862,18,html-slider-response,jury,
320,Jordan,0.0-7.0-0.4,good,58,6012,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,602876,19,html-slider-response,jury,
320,Jordan,0.0-8.0-0.0,traditional,0,7728,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",610605,20,html-button-response,music,
320,Jordan,0.0-9.0-0.0,like,48,3481,50,<p>How much do you <b>like</b> Becky?</p><br>,614087,21,html-slider-response,music,
320,Jordan,0.0-9.0-0.1,hypocritical,38,3978,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,618066,22,html-slider-response,music,
320,Jordan,0.0-9.0-0.2,trustworthy,45,3493,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,621560,23,html-slider-response,music,
320,Jordan,0.0-9.0-0.3,good,53,3369,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,624930,24,html-slider-response,music,
320,Jordan,0.0-9.0-0.4,honest,47,3543,50,<p>How <b>honest</b> do you think Becky is?</p><br>,628475,25,html-slider-response,music,
320,Jordan,0.0-10.0,,0,3043,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,631518,26,html-button-response,,
764,Jordan,0.0-0.0,,0,2914,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",2917,0,html-button-response,,
764,Jordan,0.0-1.0,,0,5070,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",7989,1,html-button-response,,
764,Jordan,0.0-2.0-0.0,honest,0,56685,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",64671,2,html-button-response,music,
764,Jordan,0.0-3.0-0.0,good,42,8729,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,73403,3,html-slider-response,music,
764,Jordan,0.0-3.0-0.1,hypocritical,100,5528,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,78934,4,html-slider-response,music,
764,Jordan,0.0-3.0-0.2,like,14,6580,50,<p>How much do you <b>like</b> Becky?</p><br>,85516,5,html-slider-response,music,
764,Jordan,0.0-3.0-0.3,honest,8,8705,50,<p>How <b>honest</b> do you think Becky is?</p><br>,94223,6,html-slider-response,music,
764,Jordan,0.0-3.0-0.4,trustworthy,5,5031,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,99256,7,html-slider-response,music,
764,Jordan,0.0-4.0-0.0,honest,0,156167,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",255428,8,html-button-response,phone,
764,Jordan,0.0-5.0-0.0,honest,100,10931,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,266361,9,html-slider-response,phone,
764,Jordan,0.0-5.0-0.1,trustworthy,76,6036,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,272399,10,html-slider-response,phone,
764,Jordan,0.0-5.0-0.2,good,41,9437,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,281838,11,html-slider-response,phone,
764,Jordan,0.0-5.0-0.3,hypocritical,25,9735,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,291575,12,html-slider-response,phone,
764,Jordan,0.0-5.0-0.4,like,86,4012,50,<p>How much do you <b>like</b> Bruce?</p><br>,295588,13,html-slider-response,phone,
764,Jordan,0.0-6.0-0.0,honest,0,58503,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",354080,14,html-button-response,printing,
764,Jordan,0.0-7.0-0.0,hypocritical,0,30648,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,384744,15,html-slider-response,printing,
764,Jordan,0.0-7.0-0.1,honest,100,5426,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,390172,16,html-slider-response,printing,
764,Jordan,0.0-7.0-0.2,trustworthy,86,5087,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,395260,17,html-slider-response,printing,
764,Jordan,0.0-7.0-0.3,like,89,2859,50,<p>How much do you <b>like</b> Kevin?</p><br>,398120,18,html-slider-response,printing,
764,Jordan,0.0-7.0-0.4,good,83,4965,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,403087,19,html-slider-response,printing,
764,Jordan,0.0-8.0-0.0,honest,0,37461,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",440549,20,html-button-response,jury,
764,Jordan,0.0-9.0-0.0,like,86,9075,50,<p>How much do you <b>like</b> Jennifer?</p><br>,449626,21,html-slider-response,jury,
764,Jordan,0.0-9.0-0.1,hypocritical,8,6155,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,455782,22,html-slider-response,jury,
764,Jordan,0.0-9.0-0.2,trustworthy,90,7530,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,463314,23,html-slider-response,jury,
764,Jordan,0.0-9.0-0.3,honest,100,2761,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,466077,24,html-slider-response,jury,
764,Jordan,0.0-9.0-0.4,good,92,4647,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,470725,25,html-slider-response,jury,
764,Jordan,0.0-10.0,,0,6309,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,477035,26,html-button-response,,
435,Jordan,0.0-0.0,,0,10338,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",10341,0,html-button-response,,
435,Jordan,0.0-1.0,,0,9413,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",19755,1,html-button-response,,
435,Jordan,0.0-2.0-0.0,traditional,0,17660,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",37415,2,html-button-response,phone,
435,Jordan,0.0-3.0-0.0,hypocritical,86,4997,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,42415,3,html-slider-response,phone,
435,Jordan,0.0-3.0-0.1,like,37,4814,50,<p>How much do you <b>like</b> Bruce?</p><br>,47230,4,html-slider-response,phone,
435,Jordan,0.0-3.0-0.2,honest,35,6849,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,54082,5,html-slider-response,phone,
435,Jordan,0.0-3.0-0.3,trustworthy,22,10262,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,64345,6,html-slider-response,phone,
435,Jordan,0.0-3.0-0.4,good,47,4931,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,69277,7,html-slider-response,phone,
435,Jordan,0.0-4.0-0.0,traditional,0,19593,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",88871,8,html-button-response,music,
435,Jordan,0.0-5.0-0.0,like,38,5028,50,<p>How much do you <b>like</b> Becky?</p><br>,93901,9,html-slider-response,music,
435,Jordan,0.0-5.0-0.1,honest,26,3115,50,<p>How <b>honest</b> do you think Becky is?</p><br>,97018,10,html-slider-response,music,
435,Jordan,0.0-5.0-0.2,trustworthy,22,3247,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,100266,11,html-slider-response,music,
435,Jordan,0.0-5.0-0.3,good,30,7297,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,107565,12,html-slider-response,music,
435,Jordan,0.0-5.0-0.4,hypocritical,90,6130,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,113695,13,html-slider-response,music,
435,Jordan,0.0-6.0-0.0,traditional,0,17180,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",130876,14,html-button-response,printing,
435,Jordan,0.0-7.0-0.0,like,17,3813,50,<p>How much do you <b>like</b> Kevin?</p><br>,134690,15,html-slider-response,printing,
435,Jordan,0.0-7.0-0.1,hypocritical,96,3215,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,137906,16,html-slider-response,printing,
435,Jordan,0.0-7.0-0.2,honest,18,3880,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,141787,17,html-slider-response,printing,
435,Jordan,0.0-7.0-0.3,trustworthy,14,3149,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,144937,18,html-slider-response,printing,
435,Jordan,0.0-7.0-0.4,good,20,12461,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,157400,19,html-slider-response,printing,
435,Jordan,0.0-8.0-0.0,traditional,0,15912,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",173314,20,html-button-response,jury,
435,Jordan,0.0-9.0-0.0,like,13,3612,50,<p>How much do you <b>like</b> Jennifer?</p><br>,176928,21,html-slider-response,jury,
435,Jordan,0.0-9.0-0.1,hypocritical,99,6514,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,183443,22,html-slider-response,jury,
435,Jordan,0.0-9.0-0.2,trustworthy,6,3765,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,187210,23,html-slider-response,jury,
435,Jordan,0.0-9.0-0.3,honest,6,4299,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,191510,24,html-slider-response,jury,
435,Jordan,0.0-9.0-0.4,good,8,3563,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,195074,25,html-slider-response,jury,
435,Jordan,0.0-10.0,,0,10180,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,205256,26,html-button-response,,
300,Jordan,0.0-0.0,,0,3412,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3414,0,html-button-response,,
300,Jordan,0.0-1.0,,0,1742,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",5158,1,html-button-response,,
300,Jordan,0.0-2.0-0.0,transgressor,0,14723,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",19883,2,html-button-response,jury,
300,Jordan,0.0-3.0-0.0,good,40,6994,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,26880,3,html-slider-response,jury,
300,Jordan,0.0-3.0-0.1,trustworthy,37,3742,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,30624,4,html-slider-response,jury,
300,Jordan,0.0-3.0-0.2,hypocritical,60,7704,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,38330,5,html-slider-response,jury,
300,Jordan,0.0-3.0-0.3,like,48,5457,50,<p>How much do you <b>like</b> Jennifer?</p><br>,43789,6,html-slider-response,jury,
300,Jordan,0.0-3.0-0.4,honest,45,4623,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,48415,7,html-slider-response,jury,
300,Jordan,0.0-4.0-0.0,transgressor,0,10684,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",59102,8,html-button-response,music,
300,Jordan,0.0-5.0-0.0,like,55,3915,50,<p>How much do you <b>like</b> Becky?</p><br>,63018,9,html-slider-response,music,
300,Jordan,0.0-5.0-0.1,hypocritical,52,3491,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,66511,10,html-slider-response,music,
300,Jordan,0.0-5.0-0.2,good,54,4155,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,70668,11,html-slider-response,music,
300,Jordan,0.0-5.0-0.3,trustworthy,58,2761,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,73431,12,html-slider-response,music,
300,Jordan,0.0-5.0-0.4,honest,50,3558,50,<p>How <b>honest</b> do you think Becky is?</p><br>,76991,13,html-slider-response,music,
300,Jordan,0.0-6.0-0.0,transgressor,0,11242,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",88234,14,html-button-response,phone,
300,Jordan,0.0-7.0-0.0,hypocritical,66,7859,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,96095,15,html-slider-response,phone,
300,Jordan,0.0-7.0-0.1,like,43,3097,50,<p>How much do you <b>like</b> Bruce?</p><br>,99194,16,html-slider-response,phone,
300,Jordan,0.0-7.0-0.2,trustworthy,38,3756,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,102951,17,html-slider-response,phone,
300,Jordan,0.0-7.0-0.3,good,37,5881,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,108834,18,html-slider-response,phone,
300,Jordan,0.0-7.0-0.4,honest,38,2646,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,111482,19,html-slider-response,phone,
300,Jordan,0.0-8.0-0.0,transgressor,0,16683,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",128166,20,html-button-response,printing,
300,Jordan,0.0-9.0-0.0,like,39,2637,50,<p>How much do you <b>like</b> Kevin?</p><br>,130805,21,html-slider-response,printing,
300,Jordan,0.0-9.0-0.1,trustworthy,47,3921,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,134728,22,html-slider-response,printing,
300,Jordan,0.0-9.0-0.2,honest,53,3510,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,138240,23,html-slider-response,printing,
300,Jordan,0.0-9.0-0.3,hypocritical,44,2275,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,140515,24,html-slider-response,printing,
300,Jordan,0.0-9.0-0.4,good,47,2527,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,143044,25,html-slider-response,printing,
300,Jordan,0.0-10.0,,0,1991,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,145038,26,html-button-response,,
407,Jordan,0.0-0.0,,0,1003,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1004,0,html-button-response,,
407,Jordan,0.0-1.0,,0,793,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",1798,1,html-button-response,,
407,Jordan,0.0-2.0-0.0,transgressor,0,4257,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",6056,2,html-button-response,jury,
407,Jordan,0.0-3.0-0.0,like,50,3187,50,<p>How much do you <b>like</b> Jennifer?</p><br>,9244,3,html-slider-response,jury,
407,Jordan,0.0-3.0-0.1,hypocritical,64,6338,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,15583,4,html-slider-response,jury,
407,Jordan,0.0-3.0-0.2,good,51,3257,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,18841,5,html-slider-response,jury,
407,Jordan,0.0-3.0-0.3,honest,40,3794,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,22636,6,html-slider-response,jury,
407,Jordan,0.0-3.0-0.4,trustworthy,45,2578,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,25214,7,html-slider-response,jury,
407,Jordan,0.0-4.0-0.0,transgressor,0,9948,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",35163,8,html-button-response,phone,
407,Jordan,0.0-5.0-0.0,good,46,3123,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,38287,9,html-slider-response,phone,
407,Jordan,0.0-5.0-0.1,trustworthy,45,3685,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,41973,10,html-slider-response,phone,
407,Jordan,0.0-5.0-0.2,honest,57,6177,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,48151,11,html-slider-response,phone,
407,Jordan,0.0-5.0-0.3,like,46,2355,50,<p>How much do you <b>like</b> Bruce?</p><br>,50506,12,html-slider-response,phone,
407,Jordan,0.0-5.0-0.4,hypocritical,76,3277,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,53784,13,html-slider-response,phone,
407,Jordan,0.0-6.0-0.0,transgressor,0,9895,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",63680,14,html-button-response,music,
407,Jordan,0.0-7.0-0.0,trustworthy,61,2040,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,65721,15,html-slider-response,music,
407,Jordan,0.0-7.0-0.1,like,56,2096,50,<p>How much do you <b>like</b> Becky?</p><br>,67818,16,html-slider-response,music,
407,Jordan,0.0-7.0-0.2,hypocritical,43,2246,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,70065,17,html-slider-response,music,
407,Jordan,0.0-7.0-0.3,honest,66,1832,50,<p>How <b>honest</b> do you think Becky is?</p><br>,71897,18,html-slider-response,music,
407,Jordan,0.0-7.0-0.4,good,57,2099,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,73997,19,html-slider-response,music,
407,Jordan,0.0-8.0-0.0,transgressor,0,10690,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",84688,20,html-button-response,printing,
407,Jordan,0.0-9.0-0.0,trustworthy,53,2131,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,86820,21,html-slider-response,printing,
407,Jordan,0.0-9.0-0.1,honest,56,1599,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,88420,22,html-slider-response,printing,
407,Jordan,0.0-9.0-0.2,like,44,1712,50,<p>How much do you <b>like</b> Kevin?</p><br>,90133,23,html-slider-response,printing,
407,Jordan,0.0-9.0-0.3,good,46,2162,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,92295,24,html-slider-response,printing,
407,Jordan,0.0-9.0-0.4,hypocritical,78,1958,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,94254,25,html-slider-response,printing,
407,Jordan,0.0-10.0,,0,1113,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,95368,26,html-button-response,,
303,Jordan,0.0-0.0,,0,20547,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",20548,0,html-button-response,,
303,Jordan,0.0-1.0,,0,1785,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",22334,1,html-button-response,,
303,Jordan,0.0-2.0-0.0,honest,0,13366,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",35700,2,html-button-response,music,
303,Jordan,0.0-3.0-0.0,honest,65,17499,50,<p>How <b>honest</b> do you think Becky is?</p><br>,53200,3,html-slider-response,music,
303,Jordan,0.0-3.0-0.1,like,66,3664,50,<p>How much do you <b>like</b> Becky?</p><br>,56865,4,html-slider-response,music,
303,Jordan,0.0-3.0-0.2,good,58,4284,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,61150,5,html-slider-response,music,
303,Jordan,0.0-3.0-0.3,trustworthy,57,3580,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,64730,6,html-slider-response,music,
303,Jordan,0.0-3.0-0.4,hypocritical,11,4566,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,69297,7,html-slider-response,music,
303,Jordan,0.0-4.0-0.0,honest,0,33290,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",102588,8,html-button-response,printing,
303,Jordan,0.0-5.0-0.0,like,84,4432,50,<p>How much do you <b>like</b> Kevin?</p><br>,107020,9,html-slider-response,printing,
303,Jordan,0.0-5.0-0.1,good,80,2691,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,109712,10,html-slider-response,printing,
303,Jordan,0.0-5.0-0.2,honest,93,2723,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,112435,11,html-slider-response,printing,
303,Jordan,0.0-5.0-0.3,hypocritical,76,2794,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,115230,12,html-slider-response,printing,
303,Jordan,0.0-5.0-0.4,trustworthy,29,4317,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,119547,13,html-slider-response,printing,
303,Jordan,0.0-6.0-0.0,honest,0,8650,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",128198,14,html-button-response,phone,
303,Jordan,0.0-7.0-0.0,trustworthy,22,3286,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,131485,15,html-slider-response,phone,
303,Jordan,0.0-7.0-0.1,hypocritical,94,1847,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,133333,16,html-slider-response,phone,
303,Jordan,0.0-7.0-0.2,like,28,2088,50,<p>How much do you <b>like</b> Bruce?</p><br>,135422,17,html-slider-response,phone,
303,Jordan,0.0-7.0-0.3,honest,22,1803,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,137225,18,html-slider-response,phone,
303,Jordan,0.0-7.0-0.4,good,28,6139,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,143364,19,html-slider-response,phone,
303,Jordan,0.0-8.0-0.0,honest,0,10399,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",153763,20,html-button-response,jury,
303,Jordan,0.0-9.0-0.0,hypocritical,84,3976,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,157739,21,html-slider-response,jury,
303,Jordan,0.0-9.0-0.1,like,33,4219,50,<p>How much do you <b>like</b> Jennifer?</p><br>,161959,22,html-slider-response,jury,
303,Jordan,0.0-9.0-0.2,trustworthy,30,1828,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,163788,23,html-slider-response,jury,
303,Jordan,0.0-9.0-0.3,honest,33,1703,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,165491,24,html-slider-response,jury,
303,Jordan,0.0-9.0-0.4,good,30,1516,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,167008,25,html-slider-response,jury,
303,Jordan,0.0-10.0,,0,2954,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,169962,26,html-button-response,,
