workerid,type,question,response,rt,stimulus,trial_index
256,finance term,Roth IRA,3,2543,<p>Roth IRA</p><br>,17
256,finance term,whole life insurance,7,1924,<p>whole life insurance</p><br>,18
256,self-rating,generalKnowledge,6,10227,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
256,self-rating,compareAmerican,5,6583,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
256,FLquiz,stocks,False,41687,NA,19
256,FLquiz,interest,Don't know,41687,NA,19
256,FLquiz,mortgage,True,41687,NA,19
256,FLquiz,inflation,Less,41687,NA,19
256,FLquiz,savingsAccount,More than $102,41687,NA,19
257,finance term,pre-rated stocks,1,8350,<p>pre-rated stocks</p><br>,2
257,finance term,fixed-rate deduction,2,6630,<p>fixed-rate deduction</p><br>,3
257,finance term,annualized credit,1,4070,<p>annualized credit</p><br>,4
257,finance term,tax bracket,6,5271,<p>tax bracket</p><br>,5
257,finance term,fixed-rate mortgage,6,3535,<p>fixed-rate mortgage</p><br>,6
257,finance term,home equity,7,3263,<p>home equity</p><br>,7
257,finance term,revolving credit,1,3319,<p>revolving credit</p><br>,8
257,finance term,vesting,2,3799,<p>vesting</p><br>,9
257,finance term,retirement,7,2999,<p>retirement</p><br>,10
257,finance term,stock options,3,2855,<p>stock options</p><br>,11
257,finance term,inflation,6,4159,<p>inflation</p><br>,12
257,finance term,private equity fund,3,2759,<p>private equity fund</p><br>,13
257,finance term,interest rate,6,12406,<p>interest rate</p><br>,14
257,finance term,Roth IRA,1,3391,<p>Roth IRA</p><br>,15
257,finance term,whole life insurance,7,5014,<p>whole life insurance</p><br>,16
257,self-rating,generalKnowledge,5,5560,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
257,self-rating,compareAmerican,3,7599,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
257,FLquiz,stocks,False,70679,NA,19
257,FLquiz,interest,Don't know,70679,NA,19
257,FLquiz,mortgage,True,70679,NA,19
257,FLquiz,inflation,Less,70679,NA,19
257,FLquiz,savingsAccount,More than $102,70679,NA,19
258,finance term,pre-rated stocks,1,5223,<p>pre-rated stocks</p><br>,4
258,finance term,fixed-rate deduction,2,5535,<p>fixed-rate deduction</p><br>,5
258,finance term,annualized credit,2,5839,<p>annualized credit</p><br>,6
258,finance term,tax bracket,2,3175,<p>tax bracket</p><br>,7
258,finance term,fixed-rate mortgage,2,4086,<p>fixed-rate mortgage</p><br>,8
258,finance term,home equity,5,4351,<p>home equity</p><br>,9
258,finance term,revolving credit,2,3590,<p>revolving credit</p><br>,10
258,finance term,vesting,3,2407,<p>vesting</p><br>,11
258,finance term,retirement,7,3119,<p>retirement</p><br>,12
258,finance term,stock options,3,2407,<p>stock options</p><br>,13
258,finance term,inflation,7,2054,<p>inflation</p><br>,14
258,finance term,private equity fund,2,3935,<p>private equity fund</p><br>,15
258,finance term,interest rate,7,2606,<p>interest rate</p><br>,16
258,finance term,Roth IRA,1,2494,<p>Roth IRA</p><br>,17
258,finance term,whole life insurance,7,2062,<p>whole life insurance</p><br>,18
258,self-rating,generalKnowledge,3,14749,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
258,self-rating,compareAmerican,5,6686,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
258,FLquiz,stocks,Don't know,111734,NA,19
258,FLquiz,interest,Rise,111734,NA,19
258,FLquiz,mortgage,True,111734,NA,19
258,FLquiz,inflation,Less,111734,NA,19
258,FLquiz,savingsAccount,More than $102,111734,NA,19
259,finance term,pre-rated stocks,1,3118,<p>pre-rated stocks</p><br>,4
259,finance term,fixed-rate deduction,1,1999,<p>fixed-rate deduction</p><br>,5
259,finance term,annualized credit,1,2863,<p>annualized credit</p><br>,6
259,finance term,tax bracket,5,5223,<p>tax bracket</p><br>,7
259,finance term,fixed-rate mortgage,5,3015,<p>fixed-rate mortgage</p><br>,8
259,finance term,home equity,5,3710,<p>home equity</p><br>,9
259,finance term,revolving credit,1,2551,<p>revolving credit</p><br>,10
259,finance term,vesting,1,2726,<p>vesting</p><br>,11
259,finance term,retirement,5,2855,<p>retirement</p><br>,12
259,finance term,stock options,5,1967,<p>stock options</p><br>,13
259,finance term,inflation,6,1943,<p>inflation</p><br>,14
259,finance term,private equity fund,5,2175,<p>private equity fund</p><br>,15
259,finance term,interest rate,4,4487,<p>interest rate</p><br>,16
259,finance term,Roth IRA,1,2823,<p>Roth IRA</p><br>,17
259,finance term,whole life insurance,4,2870,<p>whole life insurance</p><br>,18
259,self-rating,generalKnowledge,3,13772,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
259,self-rating,compareAmerican,4,8158,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
259,FLquiz,stocks,False,49678,NA,19
259,FLquiz,interest,Rise,49678,NA,19
259,FLquiz,mortgage,True,49678,NA,19
259,FLquiz,inflation,Less,49678,NA,19
259,FLquiz,savingsAccount,More than $102,49678,NA,19
260,finance term,pre-rated stocks,1,6326,<p>pre-rated stocks</p><br>,2
260,finance term,fixed-rate deduction,6,8041,<p>fixed-rate deduction</p><br>,3
260,finance term,annualized credit,2,8741,<p>annualized credit</p><br>,4
260,finance term,tax bracket,7,2650,<p>tax bracket</p><br>,5
260,finance term,fixed-rate mortgage,7,2865,<p>fixed-rate mortgage</p><br>,6
260,finance term,home equity,7,2491,<p>home equity</p><br>,7
260,finance term,revolving credit,1,3190,<p>revolving credit</p><br>,8
260,finance term,vesting,1,2537,<p>vesting</p><br>,9
260,finance term,retirement,7,3266,<p>retirement</p><br>,10
260,finance term,stock options,4,3067,<p>stock options</p><br>,11
260,finance term,inflation,7,3601,<p>inflation</p><br>,12
260,finance term,private equity fund,7,3383,<p>private equity fund</p><br>,13
260,finance term,interest rate,7,2437,<p>interest rate</p><br>,14
260,finance term,Roth IRA,1,2971,<p>Roth IRA</p><br>,15
260,finance term,whole life insurance,5,3485,<p>whole life insurance</p><br>,16
260,self-rating,generalKnowledge,4,7817,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
260,self-rating,compareAmerican,3,11943,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
260,FLquiz,stocks,Don't know,86865,NA,19
260,FLquiz,interest,Rise,86865,NA,19
260,FLquiz,mortgage,Don't know,86865,NA,19
260,FLquiz,inflation,Don't know,86865,NA,19
260,FLquiz,savingsAccount,More than $102,86865,NA,19
261,finance term,pre-rated stocks,3,7623,<p>pre-rated stocks</p><br>,2
261,finance term,fixed-rate deduction,6,5829,<p>fixed-rate deduction</p><br>,3
261,finance term,annualized credit,7,3634,<p>annualized credit</p><br>,4
261,finance term,tax bracket,7,3370,<p>tax bracket</p><br>,5
261,finance term,fixed-rate mortgage,7,3733,<p>fixed-rate mortgage</p><br>,6
261,finance term,home equity,7,3516,<p>home equity</p><br>,7
261,finance term,revolving credit,2,5097,<p>revolving credit</p><br>,8
261,finance term,vesting,3,3571,<p>vesting</p><br>,9
261,finance term,retirement,7,3133,<p>retirement</p><br>,10
261,finance term,stock options,6,3559,<p>stock options</p><br>,11
261,finance term,inflation,7,3789,<p>inflation</p><br>,12
261,finance term,private equity fund,7,3302,<p>private equity fund</p><br>,13
261,finance term,interest rate,7,4066,<p>interest rate</p><br>,14
261,finance term,Roth IRA,2,11696,<p>Roth IRA</p><br>,15
261,finance term,whole life insurance,7,5936,<p>whole life insurance</p><br>,16
261,self-rating,generalKnowledge,5,20884,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
261,self-rating,compareAmerican,5,16188,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
261,FLquiz,stocks,Don't know,185902,NA,19
261,FLquiz,interest,Rise,185902,NA,19
261,FLquiz,mortgage,True,185902,NA,19
261,FLquiz,inflation,Less,185902,NA,19
261,FLquiz,savingsAccount,More than $102,185902,NA,19
262,finance term,pre-rated stocks,3,24533,<p>pre-rated stocks</p><br>,2
262,finance term,fixed-rate deduction,3,8614,<p>fixed-rate deduction</p><br>,3
262,finance term,annualized credit,5,6347,<p>annualized credit</p><br>,4
262,finance term,tax bracket,7,5096,<p>tax bracket</p><br>,5
262,finance term,fixed-rate mortgage,5,4435,<p>fixed-rate mortgage</p><br>,6
262,finance term,home equity,3,4421,<p>home equity</p><br>,7
262,finance term,revolving credit,7,6539,<p>revolving credit</p><br>,8
262,finance term,vesting,3,5179,<p>vesting</p><br>,9
262,finance term,retirement,7,5372,<p>retirement</p><br>,10
262,finance term,stock options,5,4589,<p>stock options</p><br>,11
262,finance term,inflation,7,7741,<p>inflation</p><br>,12
262,finance term,private equity fund,5,12172,<p>private equity fund</p><br>,13
262,finance term,interest rate,7,5186,<p>interest rate</p><br>,14
262,finance term,Roth IRA,3,13214,<p>Roth IRA</p><br>,15
262,finance term,whole life insurance,6,4195,<p>whole life insurance</p><br>,16
262,self-rating,generalKnowledge,5,6430,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
262,self-rating,compareAmerican,6,14099,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
262,FLquiz,stocks,False,90939,NA,19
262,FLquiz,interest,Rise,90939,NA,19
262,FLquiz,mortgage,True,90939,NA,19
262,FLquiz,inflation,Less,90939,NA,19
262,FLquiz,savingsAccount,More than $102,90939,NA,19
263,finance term,pre-rated stocks,2,4274,<p>pre-rated stocks</p><br>,4
263,finance term,fixed-rate deduction,2,3561,<p>fixed-rate deduction</p><br>,5
263,finance term,annualized credit,5,3146,<p>annualized credit</p><br>,6
263,finance term,tax bracket,6,3193,<p>tax bracket</p><br>,7
263,finance term,fixed-rate mortgage,7,3641,<p>fixed-rate mortgage</p><br>,8
263,finance term,home equity,5,2746,<p>home equity</p><br>,9
263,finance term,revolving credit,2,3234,<p>revolving credit</p><br>,10
263,finance term,vesting,2,2914,<p>vesting</p><br>,11
263,finance term,retirement,5,2769,<p>retirement</p><br>,12
263,finance term,stock options,7,3115,<p>stock options</p><br>,13
263,finance term,inflation,7,2754,<p>inflation</p><br>,14
263,finance term,private equity fund,7,2699,<p>private equity fund</p><br>,15
263,finance term,interest rate,7,2682,<p>interest rate</p><br>,16
263,finance term,Roth IRA,2,4505,<p>Roth IRA</p><br>,17
263,finance term,whole life insurance,7,2850,<p>whole life insurance</p><br>,18
263,self-rating,generalKnowledge,4,6443,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
263,self-rating,compareAmerican,4,5158,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
263,FLquiz,stocks,Don't know,63522,NA,19
263,FLquiz,interest,Don't know,63522,NA,19
263,FLquiz,mortgage,True,63522,NA,19
263,FLquiz,inflation,Less,63522,NA,19
263,FLquiz,savingsAccount,More than $102,63522,NA,19
264,finance term,pre-rated stocks,1,7565,<p>pre-rated stocks</p><br>,4
264,finance term,fixed-rate deduction,2,2363,<p>fixed-rate deduction</p><br>,5
264,finance term,annualized credit,1,28666,<p>annualized credit</p><br>,6
264,finance term,tax bracket,1,8415,<p>tax bracket</p><br>,7
264,finance term,fixed-rate mortgage,7,42714,<p>fixed-rate mortgage</p><br>,8
264,finance term,home equity,5,2149,<p>home equity</p><br>,9
264,finance term,revolving credit,6,49617,<p>revolving credit</p><br>,10
264,finance term,vesting,2,3464,<p>vesting</p><br>,11
264,finance term,retirement,7,2132,<p>retirement</p><br>,12
264,finance term,stock options,2,2132,<p>stock options</p><br>,13
264,finance term,inflation,6,4814,<p>inflation</p><br>,14
264,finance term,private equity fund,3,6015,<p>private equity fund</p><br>,15
264,finance term,interest rate,6,1881,<p>interest rate</p><br>,16
264,finance term,Roth IRA,1,2115,<p>Roth IRA</p><br>,17
264,finance term,whole life insurance,6,2515,<p>whole life insurance</p><br>,18
264,self-rating,generalKnowledge,3,3711,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
264,self-rating,compareAmerican,2,2748,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
264,FLquiz,stocks,True,120682,NA,19
264,FLquiz,interest,Fall,120682,NA,19
264,FLquiz,mortgage,False,120682,NA,19
264,FLquiz,inflation,Less,120682,NA,19
264,FLquiz,savingsAccount,More than $102,120682,NA,19
266,finance term,pre-rated stocks,4,12939,<p>pre-rated stocks</p><br>,4
266,finance term,fixed-rate deduction,3,5439,<p>fixed-rate deduction</p><br>,5
266,finance term,annualized credit,5,2861,<p>annualized credit</p><br>,6
266,finance term,tax bracket,5,2874,<p>tax bracket</p><br>,7
266,finance term,fixed-rate mortgage,5,2893,<p>fixed-rate mortgage</p><br>,8
266,finance term,home equity,3,13637,<p>home equity</p><br>,9
266,finance term,revolving credit,5,2639,<p>revolving credit</p><br>,10
266,finance term,vesting,5,9833,<p>vesting</p><br>,11
266,finance term,retirement,7,2888,<p>retirement</p><br>,12
266,finance term,stock options,5,2360,<p>stock options</p><br>,13
266,finance term,inflation,7,2440,<p>inflation</p><br>,14
266,finance term,private equity fund,5,2982,<p>private equity fund</p><br>,15
266,finance term,interest rate,6,3413,<p>interest rate</p><br>,16
266,finance term,Roth IRA,2,3260,<p>Roth IRA</p><br>,17
266,finance term,whole life insurance,6,3062,<p>whole life insurance</p><br>,18
266,self-rating,generalKnowledge,3,5251,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
266,self-rating,compareAmerican,5,10319,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
266,FLquiz,stocks,Don't know,73800,NA,19
266,FLquiz,interest,Don't know,73800,NA,19
266,FLquiz,mortgage,True,73800,NA,19
266,FLquiz,inflation,Less,73800,NA,19
266,FLquiz,savingsAccount,More than $102,73800,NA,19
267,finance term,pre-rated stocks,1,3898,<p>pre-rated stocks</p><br>,4
267,finance term,fixed-rate deduction,2,3066,<p>fixed-rate deduction</p><br>,5
267,finance term,annualized credit,1,3992,<p>annualized credit</p><br>,6
267,finance term,tax bracket,7,2614,<p>tax bracket</p><br>,7
267,finance term,fixed-rate mortgage,4,2618,<p>fixed-rate mortgage</p><br>,8
267,finance term,home equity,2,2626,<p>home equity</p><br>,9
267,finance term,revolving credit,1,4611,<p>revolving credit</p><br>,10
267,finance term,vesting,1,2801,<p>vesting</p><br>,11
267,finance term,retirement,6,4917,<p>retirement</p><br>,12
267,finance term,stock options,1,3340,<p>stock options</p><br>,13
267,finance term,inflation,7,2427,<p>inflation</p><br>,14
267,finance term,private equity fund,2,3175,<p>private equity fund</p><br>,15
267,finance term,interest rate,7,11074,<p>interest rate</p><br>,16
267,finance term,Roth IRA,1,2629,<p>Roth IRA</p><br>,17
267,finance term,whole life insurance,1,2623,<p>whole life insurance</p><br>,18
267,self-rating,generalKnowledge,2,5461,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
267,self-rating,compareAmerican,4,6027,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
267,FLquiz,stocks,False,69032,NA,19
267,FLquiz,interest,Rise,69032,NA,19
267,FLquiz,mortgage,Don't know,69032,NA,19
267,FLquiz,inflation,Don't know,69032,NA,19
267,FLquiz,savingsAccount,More than $102,69032,NA,19
268,finance term,pre-rated stocks,1,13274,<p>pre-rated stocks</p><br>,2
268,finance term,fixed-rate deduction,5,5348,<p>fixed-rate deduction</p><br>,3
268,finance term,annualized credit,4,4640,<p>annualized credit</p><br>,4
268,finance term,tax bracket,7,4576,<p>tax bracket</p><br>,5
268,finance term,fixed-rate mortgage,7,4476,<p>fixed-rate mortgage</p><br>,6
268,finance term,home equity,4,9536,<p>home equity</p><br>,7
268,finance term,revolving credit,1,4943,<p>revolving credit</p><br>,8
268,finance term,vesting,1,8779,<p>vesting</p><br>,9
268,finance term,retirement,7,5030,<p>retirement</p><br>,10
268,finance term,stock options,5,3804,<p>stock options</p><br>,11
268,finance term,inflation,7,6883,<p>inflation</p><br>,12
268,finance term,private equity fund,2,15161,<p>private equity fund</p><br>,13
268,finance term,interest rate,7,3759,<p>interest rate</p><br>,14
268,finance term,Roth IRA,1,4353,<p>Roth IRA</p><br>,15
268,finance term,whole life insurance,1,4908,<p>whole life insurance</p><br>,16
268,self-rating,generalKnowledge,6,6741,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
268,self-rating,compareAmerican,4,8066,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
268,FLquiz,stocks,True,104912,NA,19
268,FLquiz,interest,Rise,104912,NA,19
268,FLquiz,mortgage,False,104912,NA,19
268,FLquiz,inflation,Less,104912,NA,19
268,FLquiz,savingsAccount,More than $102,104912,NA,19
269,finance term,pre-rated stocks,5,9333,<p>pre-rated stocks</p><br>,4
269,finance term,fixed-rate deduction,5,6644,<p>fixed-rate deduction</p><br>,5
269,finance term,annualized credit,5,5238,<p>annualized credit</p><br>,6
269,finance term,tax bracket,5,5611,<p>tax bracket</p><br>,7
269,finance term,fixed-rate mortgage,5,7013,<p>fixed-rate mortgage</p><br>,8
269,finance term,home equity,4,15104,<p>home equity</p><br>,9
269,finance term,revolving credit,4,5663,<p>revolving credit</p><br>,10
269,finance term,vesting,4,2821,<p>vesting</p><br>,11
269,finance term,retirement,5,4841,<p>retirement</p><br>,12
269,finance term,stock options,3,3402,<p>stock options</p><br>,13
269,finance term,inflation,5,3444,<p>inflation</p><br>,14
269,finance term,private equity fund,4,8551,<p>private equity fund</p><br>,15
269,finance term,interest rate,6,7418,<p>interest rate</p><br>,16
269,finance term,Roth IRA,3,5410,<p>Roth IRA</p><br>,17
269,finance term,whole life insurance,5,4776,<p>whole life insurance</p><br>,18
269,self-rating,generalKnowledge,5,10535,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
269,self-rating,compareAmerican,4,6466,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
269,FLquiz,stocks,Don't know,144561,NA,19
269,FLquiz,interest,Rise,144561,NA,19
269,FLquiz,mortgage,False,144561,NA,19
269,FLquiz,inflation,Less,144561,NA,19
269,FLquiz,savingsAccount,More than $102,144561,NA,19
270,finance term,pre-rated stocks,3,4541,<p>pre-rated stocks</p><br>,2
270,finance term,fixed-rate deduction,3,8682,<p>fixed-rate deduction</p><br>,3
270,finance term,annualized credit,2,6973,<p>annualized credit</p><br>,4
270,finance term,tax bracket,2,3343,<p>tax bracket</p><br>,5
270,finance term,fixed-rate mortgage,2,10833,<p>fixed-rate mortgage</p><br>,6
270,finance term,home equity,2,6499,<p>home equity</p><br>,7
270,finance term,revolving credit,2,4723,<p>revolving credit</p><br>,8
270,finance term,vesting,2,2706,<p>vesting</p><br>,9
270,finance term,retirement,5,3191,<p>retirement</p><br>,10
270,finance term,stock options,6,2080,<p>stock options</p><br>,11
270,finance term,inflation,6,2541,<p>inflation</p><br>,12
270,finance term,private equity fund,2,3900,<p>private equity fund</p><br>,13
270,finance term,interest rate,6,2551,<p>interest rate</p><br>,14
270,finance term,Roth IRA,2,2879,<p>Roth IRA</p><br>,15
270,finance term,whole life insurance,7,5357,<p>whole life insurance</p><br>,16
270,self-rating,generalKnowledge,5,5029,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",17
270,self-rating,compareAmerican,5,36652,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18
270,FLquiz,stocks,False,112428,NA,19
270,FLquiz,interest,Don't know,112428,NA,19
270,FLquiz,mortgage,Don't know,112428,NA,19
270,FLquiz,inflation,Less,112428,NA,19
270,FLquiz,savingsAccount,More than $102,112428,NA,19
271,finance term,pre-rated stocks,1,5876,<p>pre-rated stocks</p><br>,4
271,finance term,fixed-rate deduction,4,5857,<p>fixed-rate deduction</p><br>,5
271,finance term,annualized credit,5,4344,<p>annualized credit</p><br>,6
271,finance term,tax bracket,6,6265,<p>tax bracket</p><br>,7
271,finance term,fixed-rate mortgage,5,4596,<p>fixed-rate mortgage</p><br>,8
271,finance term,home equity,4,4399,<p>home equity</p><br>,9
271,finance term,revolving credit,2,3776,<p>revolving credit</p><br>,10
271,finance term,vesting,1,3752,<p>vesting</p><br>,11
271,finance term,retirement,7,3917,<p>retirement</p><br>,12
271,finance term,stock options,3,4796,<p>stock options</p><br>,13
271,finance term,inflation,7,3468,<p>inflation</p><br>,14
271,finance term,private equity fund,4,3662,<p>private equity fund</p><br>,15
271,finance term,interest rate,4,4114,<p>interest rate</p><br>,16
271,finance term,Roth IRA,2,5499,<p>Roth IRA</p><br>,17
271,finance term,whole life insurance,6,4368,<p>whole life insurance</p><br>,18
271,self-rating,generalKnowledge,4,13289,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
271,self-rating,compareAmerican,4,8127,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
271,FLquiz,stocks,Don't know,64829,NA,19
271,FLquiz,interest,Rise,64829,NA,19
271,FLquiz,mortgage,True,64829,NA,19
271,FLquiz,inflation,Less,64829,NA,19
271,FLquiz,savingsAccount,More than $102,64829,NA,19
272,finance term,pre-rated stocks,1,7158,<p>pre-rated stocks</p><br>,4
272,finance term,fixed-rate deduction,1,3550,<p>fixed-rate deduction</p><br>,5
272,finance term,annualized credit,1,3831,<p>annualized credit</p><br>,6
272,finance term,tax bracket,3,3545,<p>tax bracket</p><br>,7
272,finance term,fixed-rate mortgage,3,5818,<p>fixed-rate mortgage</p><br>,8
272,finance term,home equity,6,2661,<p>home equity</p><br>,9
272,finance term,revolving credit,1,2711,<p>revolving credit</p><br>,10
272,finance term,vesting,6,3318,<p>vesting</p><br>,11
272,finance term,retirement,6,2189,<p>retirement</p><br>,12
272,finance term,stock options,6,3909,<p>stock options</p><br>,13
272,finance term,inflation,6,2255,<p>inflation</p><br>,14
272,finance term,private equity fund,7,4809,<p>private equity fund</p><br>,15
272,finance term,interest rate,6,2151,<p>interest rate</p><br>,16
272,finance term,Roth IRA,1,7002,<p>Roth IRA</p><br>,17
272,finance term,whole life insurance,5,3146,<p>whole life insurance</p><br>,18
272,self-rating,generalKnowledge,3,9551,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
272,self-rating,compareAmerican,3,9046,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
272,FLquiz,stocks,False,101851,NA,19
272,FLquiz,interest,Rise,101851,NA,19
272,FLquiz,mortgage,True,101851,NA,19
272,FLquiz,inflation,Less,101851,NA,19
272,FLquiz,savingsAccount,More than $102,101851,NA,19
274,finance term,pre-rated stocks,2,3192,<p>pre-rated stocks</p><br>,4
274,finance term,fixed-rate deduction,6,4294,<p>fixed-rate deduction</p><br>,5
274,finance term,annualized credit,7,3081,<p>annualized credit</p><br>,6
274,finance term,tax bracket,7,2348,<p>tax bracket</p><br>,7
274,finance term,fixed-rate mortgage,6,2778,<p>fixed-rate mortgage</p><br>,8
274,finance term,home equity,3,3995,<p>home equity</p><br>,9
274,finance term,revolving credit,1,2404,<p>revolving credit</p><br>,10
274,finance term,vesting,1,2343,<p>vesting</p><br>,11
274,finance term,retirement,7,2511,<p>retirement</p><br>,12
274,finance term,stock options,6,3804,<p>stock options</p><br>,13
274,finance term,inflation,7,2265,<p>inflation</p><br>,14
274,finance term,private equity fund,2,3595,<p>private equity fund</p><br>,15
274,finance term,interest rate,7,2817,<p>interest rate</p><br>,16
274,finance term,Roth IRA,1,3493,<p>Roth IRA</p><br>,17
274,finance term,whole life insurance,6,82423,<p>whole life insurance</p><br>,18
274,self-rating,generalKnowledge,3,5247,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
274,self-rating,compareAmerican,2,4163,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
274,FLquiz,stocks,Don't know,623705,NA,19
274,FLquiz,interest,Don't know,623705,NA,19
274,FLquiz,mortgage,Don't know,623705,NA,19
274,FLquiz,inflation,Less,623705,NA,19
274,FLquiz,savingsAccount,More than $102,623705,NA,19
275,finance term,pre-rated stocks,6,2682,<p>pre-rated stocks</p><br>,4
275,finance term,fixed-rate deduction,6,3240,<p>fixed-rate deduction</p><br>,5
275,finance term,annualized credit,6,4073,<p>annualized credit</p><br>,6
275,finance term,tax bracket,7,3090,<p>tax bracket</p><br>,7
275,finance term,fixed-rate mortgage,6,1912,<p>fixed-rate mortgage</p><br>,8
275,finance term,home equity,7,1958,<p>home equity</p><br>,9
275,finance term,revolving credit,6,1815,<p>revolving credit</p><br>,10
275,finance term,vesting,7,1845,<p>vesting</p><br>,11
275,finance term,retirement,6,1542,<p>retirement</p><br>,12
275,finance term,stock options,6,1617,<p>stock options</p><br>,13
275,finance term,inflation,7,1882,<p>inflation</p><br>,14
275,finance term,private equity fund,7,2178,<p>private equity fund</p><br>,15
275,finance term,interest rate,7,1909,<p>interest rate</p><br>,16
275,finance term,Roth IRA,6,2041,<p>Roth IRA</p><br>,17
275,finance term,whole life insurance,7,2874,<p>whole life insurance</p><br>,18
275,self-rating,generalKnowledge,6,6080,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
275,self-rating,compareAmerican,6,4057,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
275,FLquiz,stocks,False,165287,NA,19
275,FLquiz,interest,Fall,165287,NA,19
275,FLquiz,mortgage,False,165287,NA,19
275,FLquiz,inflation,Less,165287,NA,19
275,FLquiz,savingsAccount,More than $102,165287,NA,19
276,finance term,pre-rated stocks,3,3561,<p>pre-rated stocks</p><br>,4
276,finance term,fixed-rate deduction,3,8466,<p>fixed-rate deduction</p><br>,5
276,finance term,annualized credit,5,2695,<p>annualized credit</p><br>,6
276,finance term,tax bracket,6,3643,<p>tax bracket</p><br>,7
276,finance term,fixed-rate mortgage,7,2458,<p>fixed-rate mortgage</p><br>,8
276,finance term,home equity,7,2397,<p>home equity</p><br>,9
276,finance term,revolving credit,7,3406,<p>revolving credit</p><br>,10
276,finance term,vesting,3,2182,<p>vesting</p><br>,11
276,finance term,retirement,7,2383,<p>retirement</p><br>,12
276,finance term,stock options,3,2810,<p>stock options</p><br>,13
276,finance term,inflation,6,1995,<p>inflation</p><br>,14
276,finance term,private equity fund,5,2679,<p>private equity fund</p><br>,15
276,finance term,interest rate,7,2270,<p>interest rate</p><br>,16
276,finance term,Roth IRA,2,2393,<p>Roth IRA</p><br>,17
276,finance term,whole life insurance,6,2837,<p>whole life insurance</p><br>,18
276,self-rating,generalKnowledge,5,4264,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
276,self-rating,compareAmerican,5,6354,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,2
276,FLquiz,stocks,Don't know,64521,NA,19
276,FLquiz,interest,Don't know,64521,NA,19
276,FLquiz,mortgage,True,64521,NA,19
276,FLquiz,inflation,Less,64521,NA,19
276,FLquiz,savingsAccount,Exactly $102,64521,NA,19
277,finance term,pre-rated stocks,5,4575,<p>pre-rated stocks</p><br>,4
277,finance term,fixed-rate deduction,4,3229,<p>fixed-rate deduction</p><br>,5
277,finance term,annualized credit,5,2881,<p>annualized credit</p><br>,6
277,finance term,tax bracket,3,2649,<p>tax bracket</p><br>,7
277,finance term,fixed-rate mortgage,5,2648,<p>fixed-rate mortgage</p><br>,8
277,finance term,home equity,4,2632,<p>home equity</p><br>,9
277,finance term,revolving credit,4,2466,<p>revolving credit</p><br>,10
277,finance term,vesting,5,3048,<p>vesting</p><br>,11
277,finance term,retirement,6,3063,<p>retirement</p><br>,12
277,finance term,stock options,5,2617,<p>stock options</p><br>,13
277,finance term,inflation,6,2549,<p>inflation</p><br>,14
277,finance term,private equity fund,3,2500,<p>private equity fund</p><br>,15
277,finance term,interest rate,5,2665,<p>interest rate</p><br>,16
277,finance term,Roth IRA,2,3229,<p>Roth IRA</p><br>,17
277,finance term,whole life insurance,5,2763,<p>whole life insurance</p><br>,18
277,self-rating,generalKnowledge,4,9012,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",1
